# ---------------------------------------------------------------------
# XATOM HFS : electronic structure of atoms and more, v2.0.0-15-g9da229
#
# Job started at  : 15-Sep-2026 10:14:34
# ---------------------------------------------------------------------
# ==============================================================================
# DUMP command line: -s F -pcs -PE 0-1500 -dE 1 -v 
# ==============================================================================
#
# Atom: F
#   nuclear charge:    9
#   total electrons:   9
#   total charge:     +0
#   configuration: 1s2_2s2_2p5
#
# Computational method:
#   exchange functional: Slater (Latter tail correction)
#   correlation functional: none
#
# SCF procedure:
#   max iteration =  100
#   convergence for energy  =  1.0E-07
#   convergence for density =  1.0E-06
#   mixing ratio =  0.60 of new potentials
#
# Grid for the spherical coordinate:
#   N =  200
#   L parameter =      1.0
#   Rmax(a.u.)  =     50.0
#   lmax  =    1
#
# iter    E(orb)   E(exch)   E(Coul)     E(J)*      E(total)     diff.
#    1 -151.8750  -19.4296  -52.4877   78.3938  -223.7922942  2.24E+02
#    2  -41.5150   -8.5312  -10.6583   22.0332   -60.7045343 -1.63E+02
#    3  -69.9770  -15.0164  -37.2729   57.2947  -122.2663194  6.16E+01
#    4  -58.5224  -13.8176  -32.7109   51.1344  -105.0509413 -1.72E+01
#    5  -57.3451  -13.9028  -33.0001   51.5372  -104.2480457 -8.03E-01
#    6  -56.6509  -13.8762  -32.8822   51.3838  -103.4093603 -8.39E-01
#    7  -56.4576  -13.8859  -32.9149   51.4295  -103.2584250 -1.51E-01
#    8  -56.3546  -13.8828  -32.9013   51.4118  -103.1387637 -1.20E-01
#    9  -56.3231  -13.8841  -32.9059   51.4180  -103.1130808 -2.57E-02
#   10  -56.3070  -13.8837  -32.9040   51.4156  -103.0946536 -1.84E-02
#   11  -56.3019  -13.8839  -32.9046   51.4164  -103.0903674 -4.29E-03
#   12  -56.2994  -13.8838  -32.9044   51.4161  -103.0875148 -2.85E-03
#   13  -56.2985  -13.8838  -32.9044   51.4162  -103.0868107 -7.04E-04
#   14  -56.2982  -13.8838  -32.9044   51.4162  -103.0863698 -4.41E-04
#   15  -56.2980  -13.8838  -32.9044   51.4162  -103.0862554 -1.14E-04
#   16  -56.2980  -13.8838  -32.9044   51.4162  -103.0861873 -6.81E-05
#   17  -56.2979  -13.8838  -32.9044   51.4162  -103.0861688 -1.85E-05
#   18  -56.2979  -13.8838  -32.9044   51.4162  -103.0861583 -1.05E-05
#   19  -56.2979  -13.8838  -32.9044   51.4162  -103.0861554 -2.96E-06
#   20  -56.2979  -13.8838  -32.9044   51.4162  -103.0861537 -1.63E-06
#   21  -56.2979  -13.8838  -32.9044   51.4162  -103.0861533 -4.74E-07
#   22  -56.2979  -13.8838  -32.9044   51.4162  -103.0861530 -2.52E-07
#   23  -56.2979  -13.8838  -32.9044   51.4162  -103.0861529 -7.57E-08
# --------------------------------------------------------------------
#       -56.2979  -13.8838  -32.9044   51.4162  -103.0861529 converged
#
# SCF converged after   23 iterations
#   energy convergence  = -7.567E-08
#   density convergence =  1.397E-08
#
# Energies: 
# - zeroth-order energy (a.u.):
#   SUM of E_orb   =     -56.29792563  [     -1531.94 eV ]
#   (SUM of E_kin) =     102.73394312
#   (Effec. pot E) =    -159.03186875
#
# - first-order energy (a.u.): with DFT formula
#   Kinetic E      =     102.73394312
#   E Latter corr  =      -0.07231104
#   Nuc-Elec pot E =    -243.28013546    One-Elec E =    -140.61850339
#
#   Hartree E      =      51.41616573
#   Exchange E     =     -13.88381527
#   Correlation E  =       0.00000000    Two-Elec E =      37.53235045
#   ---------------------------------
#   Total Energy   =    -103.08615294  [     -2805.12 eV ]
#
#                E(0)        E(1)
# |E_TOT|    -1531.94    -2805.12
#
# Orbital energies: 
#        n_occ        E(a.u.)          E(eV)         KE(eV)
#   1s       2   -25.26943658    -687.616327    1027.100962
#   2s       2    -1.31725605     -35.844359     119.982637
#   2p       5    -0.62490807     -17.004613     100.273103
#
#              1s        2s        2p
# |SCF|   -687.62    -35.84    -17.00
#
# Radial wavefunction information (a.u.): (r_m: r_max where |u(r)| >  1.0E-08)
#              <r>       <r^2>         r_m   norm. err
#   1s       0.175       0.041       3.005     1.8E-07
#   2s       0.979       1.169      13.310    -3.2E-08
#   2p       1.049       1.475      19.030    -1.5E-08
#
# Uniform grid parameters for continuum states:
#   N_uniform             =    3898
#   continuum_rmax(a.u.)  =      19.490 (internally determined)
#   dr(a.u.)              =   5.00E-03
#   threshold to determine r_m =   1.00E-08
#   continuum_rmax is just right next to r_m in radial grid.
#
# Photoabsorption cross section (in Mb):
P.E.(eV)        Total          1s           2s           2p 
#                       P.E. =    27.00     n,l -        E,l             R_int
#                                           2 1 -    10.00 0       4.02087E-01
#                                           2 1 -    10.00 2       1.01399E+00
#
    27.00000  9.86350E+00  0.00000E+00  0.00000E+00  9.86350E+00
#
#                       P.E. =    28.00     n,l -        E,l             R_int
#                                           2 1 -    11.00 0       3.83334E-01
#                                           2 1 -    11.00 2       9.96416E-01
#
    28.00000  9.83510E+00  0.00000E+00  0.00000E+00  9.83510E+00
#
#                       P.E. =    29.00     n,l -        E,l             R_int
#                                           2 1 -    12.00 0       3.66088E-01
#                                           2 1 -    12.00 2       9.78431E-01
#
    29.00000  9.78533E+00  0.00000E+00  0.00000E+00  9.78533E+00
#
#                       P.E. =    30.00     n,l -        E,l             R_int
#                                           2 1 -    13.00 0       3.50179E-01
#                                           2 1 -    13.00 2       9.60236E-01
#
    30.00000  9.71786E+00  0.00000E+00  0.00000E+00  9.71786E+00
#
#                       P.E. =    31.00     n,l -        E,l             R_int
#                                           2 1 -    14.00 0       3.35460E-01
#                                           2 1 -    14.00 2       9.41984E-01
#
    31.00000  9.63572E+00  0.00000E+00  0.00000E+00  9.63572E+00
#
#                       P.E. =    32.00     n,l -        E,l             R_int
#                                           2 1 -    15.00 0       3.21805E-01
#                                           2 1 -    15.00 2       9.23787E-01
#
    32.00000  9.54136E+00  0.00000E+00  0.00000E+00  9.54136E+00
#
#                       P.E. =    33.00     n,l -        E,l             R_int
#                                           2 1 -    16.00 0       3.09105E-01
#                                           2 1 -    16.00 2       9.05727E-01
#
    33.00000  9.43681E+00  0.00000E+00  0.00000E+00  9.43681E+00
#
#                       P.E. =    34.00     n,l -        E,l             R_int
#                                           2 1 -    17.00 0       2.97265E-01
#                                           2 1 -    17.00 2       8.87865E-01
#
    34.00000  9.32376E+00  0.00000E+00  0.00000E+00  9.32376E+00
#
#                       P.E. =    35.00     n,l -        E,l             R_int
#                                           2 1 -    18.00 0       2.86203E-01
#                                           2 1 -    18.00 2       8.70245E-01
#
    35.00000  9.20362E+00  0.00000E+00  0.00000E+00  9.20362E+00
#
#                       P.E. =    36.00     n,l -        E,l             R_int
#                                           2 0 -     0.16 1      -2.24880E-01
#                                           2 1 -    19.00 0       2.75845E-01
#                                           2 1 -    19.00 2       8.52896E-01
#
    36.00000  9.43737E+00  0.00000E+00  3.59824E-01  9.07754E+00
#
#                       P.E. =    37.00     n,l -        E,l             R_int
#                                           2 0 -     1.16 1      -2.32995E-01
#                                           2 1 -    20.00 0       2.66128E-01
#                                           2 1 -    20.00 2       8.35839E-01
#
    37.00000  9.34354E+00  0.00000E+00  3.96990E-01  8.94655E+00
#
#                       P.E. =    38.00     n,l -        E,l             R_int
#                                           2 0 -     2.16 1      -2.39747E-01
#                                           2 1 -    21.00 0       2.56996E-01
#                                           2 1 -    21.00 2       8.19090E-01
#
    38.00000  9.24316E+00  0.00000E+00  4.31693E-01  8.81146E+00
#
#                       P.E. =    39.00     n,l -        E,l             R_int
#                                           2 0 -     3.16 1      -2.45308E-01
#                                           2 1 -    22.00 0       2.48399E-01
#                                           2 1 -    22.00 2       8.02655E-01
#
    39.00000  9.13687E+00  0.00000E+00  4.63844E-01  8.67302E+00
#
#                       P.E. =    40.00     n,l -        E,l             R_int
#                                           2 0 -     4.16 1      -2.49839E-01
#                                           2 1 -    23.00 0       2.40291E-01
#                                           2 1 -    23.00 2       7.86539E-01
#
    40.00000  9.02532E+00  0.00000E+00  4.93475E-01  8.53184E+00
#
#                       P.E. =    41.00     n,l -        E,l             R_int
#                                           2 0 -     5.16 1      -2.53478E-01
#                                           2 1 -    24.00 0       2.32632E-01
#                                           2 1 -    24.00 2       7.70744E-01
#
    41.00000  8.90913E+00  0.00000E+00  5.20654E-01  8.38847E+00
#
#                       P.E. =    42.00     n,l -        E,l             R_int
#                                           2 0 -     6.16 1      -2.56342E-01
#                                           2 1 -    25.00 0       2.25389E-01
#                                           2 1 -    25.00 2       7.55268E-01
#
    42.00000  8.78886E+00  0.00000E+00  5.45475E-01  8.24338E+00
#
#                       P.E. =    43.00     n,l -        E,l             R_int
#                                           2 0 -     7.16 1      -2.58536E-01
#                                           2 1 -    26.00 0       2.18527E-01
#                                           2 1 -    26.00 2       7.40109E-01
#
    43.00000  8.66505E+00  0.00000E+00  5.68062E-01  8.09699E+00
#
#                       P.E. =    44.00     n,l -        E,l             R_int
#                                           2 0 -     8.16 1      -2.60147E-01
#                                           2 1 -    27.00 0       2.12018E-01
#                                           2 1 -    27.00 2       7.25263E-01
#
    44.00000  8.53822E+00  0.00000E+00  5.88542E-01  7.94967E+00
#
#                       P.E. =    45.00     n,l -        E,l             R_int
#                                           2 0 -     9.16 1      -2.61253E-01
#                                           2 1 -    28.00 0       2.05837E-01
#                                           2 1 -    28.00 2       7.10726E-01
#
    45.00000  8.40881E+00  0.00000E+00  6.07046E-01  7.80176E+00
#
#                       P.E. =    46.00     n,l -        E,l             R_int
#                                           2 0 -    10.16 1      -2.61919E-01
#                                           2 1 -    29.00 0       1.99959E-01
#                                           2 1 -    29.00 2       6.96492E-01
#
    46.00000  8.27726E+00  0.00000E+00  6.23704E-01  7.65355E+00
#
#                       P.E. =    47.00     n,l -        E,l             R_int
#                                           2 0 -    11.16 1      -2.62203E-01
#                                           2 1 -    30.00 0       1.94364E-01
#                                           2 1 -    30.00 2       6.82556E-01
#
    47.00000  8.14397E+00  0.00000E+00  6.38644E-01  7.50532E+00
#
#                       P.E. =    48.00     n,l -        E,l             R_int
#                                           2 0 -    12.16 1      -2.62154E-01
#                                           2 1 -    31.00 0       1.89031E-01
#                                           2 1 -    31.00 2       6.68914E-01
#
    48.00000  8.00931E+00  0.00000E+00  6.51987E-01  7.35732E+00
#
#                       P.E. =    49.00     n,l -        E,l             R_int
#                                           2 0 -    13.16 1      -2.61814E-01
#                                           2 1 -    32.00 0       1.83944E-01
#                                           2 1 -    32.00 2       6.55558E-01
#
    49.00000  7.87361E+00  0.00000E+00  6.63848E-01  7.20976E+00
#
#                       P.E. =    50.00     n,l -        E,l             R_int
#                                           2 0 -    14.16 1      -2.61223E-01
#                                           2 1 -    33.00 0       1.79086E-01
#                                           2 1 -    33.00 2       6.42484E-01
#
    50.00000  7.73720E+00  0.00000E+00  6.74337E-01  7.06287E+00
#
#                       P.E. =    51.00     n,l -        E,l             R_int
#                                           2 0 -    15.16 1      -2.60411E-01
#                                           2 1 -    34.00 0       1.74441E-01
#                                           2 1 -    34.00 2       6.29686E-01
#
    51.00000  7.60037E+00  0.00000E+00  6.83556E-01  6.91682E+00
#
#                       P.E. =    52.00     n,l -        E,l             R_int
#                                           2 0 -    16.16 1      -2.59408E-01
#                                           2 1 -    35.00 0       1.69997E-01
#                                           2 1 -    35.00 2       6.17160E-01
#
    52.00000  7.46339E+00  0.00000E+00  6.91600E-01  6.77179E+00
#
#                       P.E. =    53.00     n,l -        E,l             R_int
#                                           2 0 -    17.16 1      -2.58238E-01
#                                           2 1 -    36.00 0       1.65742E-01
#                                           2 1 -    36.00 2       6.04899E-01
#
    53.00000  7.32651E+00  0.00000E+00  6.98558E-01  6.62795E+00
#
#                       P.E. =    54.00     n,l -        E,l             R_int
#                                           2 0 -    18.16 1      -2.56924E-01
#                                           2 1 -    37.00 0       1.61663E-01
#                                           2 1 -    37.00 2       5.92898E-01
#
    54.00000  7.18995E+00  0.00000E+00  7.04513E-01  6.48544E+00
#
#                       P.E. =    55.00     n,l -        E,l             R_int
#                                           2 0 -    19.16 1      -2.55485E-01
#                                           2 1 -    38.00 0       1.57750E-01
#                                           2 1 -    38.00 2       5.81153E-01
#
    55.00000  7.05394E+00  0.00000E+00  7.09541E-01  6.34439E+00
#
#                       P.E. =    56.00     n,l -        E,l             R_int
#                                           2 0 -    20.16 1      -2.53936E-01
#                                           2 1 -    39.00 0       1.53994E-01
#                                           2 1 -    39.00 2       5.69659E-01
#
    56.00000  6.91866E+00  0.00000E+00  7.13712E-01  6.20494E+00
#
#                       P.E. =    57.00     n,l -        E,l             R_int
#                                           2 0 -    21.16 1      -2.52294E-01
#                                           2 1 -    40.00 0       1.50385E-01
#                                           2 1 -    40.00 2       5.58412E-01
#
    57.00000  6.78429E+00  0.00000E+00  7.17093E-01  6.06720E+00
#
#                       P.E. =    58.00     n,l -        E,l             R_int
#                                           2 0 -    22.16 1      -2.50572E-01
#                                           2 1 -    41.00 0       1.46916E-01
#                                           2 1 -    41.00 2       5.47406E-01
#
    58.00000  6.65101E+00  0.00000E+00  7.19743E-01  5.93127E+00
#
#                       P.E. =    59.00     n,l -        E,l             R_int
#                                           2 0 -    23.16 1      -2.48780E-01
#                                           2 1 -    42.00 0       1.43577E-01
#                                           2 1 -    42.00 2       5.36638E-01
#
    59.00000  6.51895E+00  0.00000E+00  7.21718E-01  5.79723E+00
#
#                       P.E. =    60.00     n,l -        E,l             R_int
#                                           2 0 -    24.16 1      -2.46929E-01
#                                           2 1 -    43.00 0       1.40363E-01
#                                           2 1 -    43.00 2       5.26102E-01
#
    60.00000  6.38826E+00  0.00000E+00  7.23071E-01  5.66519E+00
#
#                       P.E. =    61.00     n,l -        E,l             R_int
#                                           2 0 -    25.16 1      -2.45028E-01
#                                           2 1 -    44.00 0       1.37267E-01
#                                           2 1 -    44.00 2       5.15796E-01
#
    61.00000  6.25905E+00  0.00000E+00  7.23848E-01  5.53520E+00
#
#                       P.E. =    62.00     n,l -        E,l             R_int
#                                           2 0 -    26.16 1      -2.43085E-01
#                                           2 1 -    45.00 0       1.34282E-01
#                                           2 1 -    45.00 2       5.05715E-01
#
    62.00000  6.13143E+00  0.00000E+00  7.24094E-01  5.40734E+00
#
#                       P.E. =    63.00     n,l -        E,l             R_int
#                                           2 0 -    27.16 1      -2.41108E-01
#                                           2 1 -    46.00 0       1.31403E-01
#                                           2 1 -    46.00 2       4.95854E-01
#
    63.00000  6.00551E+00  0.00000E+00  7.23850E-01  5.28166E+00
#
#                       P.E. =    64.00     n,l -        E,l             R_int
#                                           2 0 -    28.16 1      -2.39102E-01
#                                           2 1 -    47.00 0       1.28624E-01
#                                           2 1 -    47.00 2       4.86211E-01
#
    64.00000  5.88137E+00  0.00000E+00  7.23153E-01  5.15822E+00
#
#                       P.E. =    65.00     n,l -        E,l             R_int
#                                           2 0 -    29.16 1      -2.37072E-01
#                                           2 1 -    48.00 0       1.25941E-01
#                                           2 1 -    48.00 2       4.76780E-01
#
    65.00000  5.75909E+00  0.00000E+00  7.22038E-01  5.03705E+00
#
#                       P.E. =    66.00     n,l -        E,l             R_int
#                                           2 0 -    30.16 1      -2.35025E-01
#                                           2 1 -    49.00 0       1.23348E-01
#                                           2 1 -    49.00 2       4.67558E-01
#
    66.00000  5.63872E+00  0.00000E+00  7.20538E-01  4.91819E+00
#
#                       P.E. =    67.00     n,l -        E,l             R_int
#                                           2 0 -    31.16 1      -2.32964E-01
#                                           2 1 -    50.00 0       1.20841E-01
#                                           2 1 -    50.00 2       4.58542E-01
#
    67.00000  5.52034E+00  0.00000E+00  7.18682E-01  4.80166E+00
#
#                       P.E. =    68.00     n,l -        E,l             R_int
#                                           2 0 -    32.16 1      -2.30893E-01
#                                           2 1 -    51.00 0       1.18417E-01
#                                           2 1 -    51.00 2       4.49727E-01
#
    68.00000  5.40399E+00  0.00000E+00  7.16497E-01  4.68749E+00
#
#                       P.E. =    69.00     n,l -        E,l             R_int
#                                           2 0 -    33.16 1      -2.28815E-01
#                                           2 1 -    52.00 0       1.16070E-01
#                                           2 1 -    52.00 2       4.41109E-01
#
    69.00000  5.28970E+00  0.00000E+00  7.14010E-01  4.57569E+00
#
#                       P.E. =    70.00     n,l -        E,l             R_int
#                                           2 0 -    34.16 1      -2.26735E-01
#                                           2 1 -    53.00 0       1.13799E-01
#                                           2 1 -    53.00 2       4.32686E-01
#
    70.00000  5.17751E+00  0.00000E+00  7.11245E-01  4.46627E+00
#
#                       P.E. =    71.00     n,l -        E,l             R_int
#                                           2 0 -    35.16 1      -2.24653E-01
#                                           2 1 -    54.00 0       1.11599E-01
#                                           2 1 -    54.00 2       4.24453E-01
#
    71.00000  5.06745E+00  0.00000E+00  7.08222E-01  4.35923E+00
#
#                       P.E. =    72.00     n,l -        E,l             R_int
#                                           2 0 -    36.16 1      -2.22574E-01
#                                           2 1 -    55.00 0       1.09467E-01
#                                           2 1 -    55.00 2       4.16407E-01
#
    72.00000  4.95953E+00  0.00000E+00  7.04964E-01  4.25456E+00
#
#                       P.E. =    73.00     n,l -        E,l             R_int
#                                           2 0 -    37.16 1      -2.20499E-01
#                                           2 1 -    56.00 0       1.07399E-01
#                                           2 1 -    56.00 2       4.08543E-01
#
    73.00000  4.85376E+00  0.00000E+00  7.01489E-01  4.15227E+00
#
#                       P.E. =    74.00     n,l -        E,l             R_int
#                                           2 0 -    38.16 1      -2.18430E-01
#                                           2 1 -    57.00 0       1.05395E-01
#                                           2 1 -    57.00 2       4.00859E-01
#
    74.00000  4.75016E+00  0.00000E+00  6.97814E-01  4.05234E+00
#
#                       P.E. =    75.00     n,l -        E,l             R_int
#                                           2 0 -    39.16 1      -2.16368E-01
#                                           2 1 -    58.00 0       1.03449E-01
#                                           2 1 -    58.00 2       3.93350E-01
#
    75.00000  4.64871E+00  0.00000E+00  6.93957E-01  3.95476E+00
#
#                       P.E. =    76.00     n,l -        E,l             R_int
#                                           2 0 -    40.16 1      -2.14316E-01
#                                           2 1 -    59.00 0       1.01561E-01
#                                           2 1 -    59.00 2       3.86014E-01
#
    76.00000  4.54943E+00  0.00000E+00  6.89932E-01  3.85950E+00
#
#                       P.E. =    77.00     n,l -        E,l             R_int
#                                           2 0 -    41.16 1      -2.12274E-01
#                                           2 1 -    60.00 0       9.97277E-02
#                                           2 1 -    60.00 2       3.78846E-01
#
    77.00000  4.45229E+00  0.00000E+00  6.85754E-01  3.76654E+00
#
#                       P.E. =    78.00     n,l -        E,l             R_int
#                                           2 0 -    42.16 1      -2.10244E-01
#                                           2 1 -    61.00 0       9.79467E-02
#                                           2 1 -    61.00 2       3.71843E-01
#
    78.00000  4.35729E+00  0.00000E+00  6.81437E-01  3.67586E+00
#
#                       P.E. =    79.00     n,l -        E,l             R_int
#                                           2 0 -    43.16 1      -2.08226E-01
#                                           2 1 -    62.00 0       9.62159E-02
