# ---------------------------------------------------------------------
# XATOM HFS : electronic structure of atoms and more, v2.0.0-15-g9da229
#
# Job started at  : 15-Sep-2026 10:51:07
# ---------------------------------------------------------------------
# ==============================================================================
# DUMP command line: -s N -pcs -PE 0-3000 -dE 1 -v 
# ==============================================================================
#
# Atom: N
#   nuclear charge:    7
#   total electrons:   7
#   total charge:     +0
#   configuration: 1s2_2s2_2p3
#
# Computational method:
#   exchange functional: Slater (Latter tail correction)
#   correlation functional: none
#
# SCF procedure:
#   max iteration =  100
#   convergence for energy  =  1.0E-07
#   convergence for density =  1.0E-06
#   mixing ratio =  0.60 of new potentials
#
# Grid for the spherical coordinate:
#   N =  200
#   L parameter =      1.0
#   Rmax(a.u.)  =     50.0
#   lmax  =    1
#
# iter    E(orb)   E(exch)   E(Coul)     E(J)*      E(total)     diff.
#    1  -79.6250  -11.7899  -23.7423   39.4621  -115.1571638  1.15E+02
#    2  -24.8472   -6.4488   -6.8917   15.4902   -38.1877761 -7.70E+01
#    3  -36.3516   -9.1201  -16.1759   28.3360   -61.6475587  2.35E+01
#    4  -33.2957   -8.7663  -15.0059   26.6943   -57.0679407 -4.58E+00
#    5  -32.9655   -8.7824  -15.0395   26.7495   -56.7874470 -2.80E-01
#    6  -32.8031   -8.7814  -15.0294   26.7380   -56.6138816 -1.74E-01
#    7  -32.7440   -8.7829  -15.0322   26.7427   -56.5590304 -5.49E-02
#    8  -32.7177   -8.7830  -15.0318   26.7424   -56.5324430 -2.66E-02
#    9  -32.7072   -8.7831  -15.0321   26.7429   -56.5223339 -1.01E-02
#   10  -32.7027   -8.7831  -15.0321   26.7429   -56.5178915 -4.44E-03
#   11  -32.7009   -8.7831  -15.0321   26.7429   -56.5161311 -1.76E-03
#   12  -32.7002   -8.7831  -15.0321   26.7429   -56.5153939 -7.37E-04
#   13  -32.6999   -8.7831  -15.0321   26.7429   -56.5150990 -2.95E-04
#   14  -32.6998   -8.7831  -15.0321   26.7429   -56.5149784 -1.21E-04
#   15  -32.6997   -8.7831  -15.0321   26.7429   -56.5149301 -4.83E-05
#   16  -32.6997   -8.7831  -15.0321   26.7429   -56.5149107 -1.95E-05
#   17  -32.6997   -8.7831  -15.0321   26.7429   -56.5149029 -7.79E-06
#   18  -32.6997   -8.7831  -15.0321   26.7429   -56.5148997 -3.12E-06
#   19  -32.6997   -8.7831  -15.0321   26.7429   -56.5148985 -1.24E-06
#   20  -32.6997   -8.7831  -15.0321   26.7429   -56.5148980 -4.97E-07
#   21  -32.6997   -8.7831  -15.0321   26.7429   -56.5148978 -1.98E-07
#   22  -32.6997   -8.7831  -15.0321   26.7429   -56.5148977 -7.87E-08
# --------------------------------------------------------------------
#       -32.6997   -8.7831  -15.0321   26.7429   -56.5148977 converged
#
# SCF converged after   22 iterations
#   energy convergence  = -7.872E-08
#   density convergence =  8.117E-09
#
# Energies: 
# - zeroth-order energy (a.u.):
#   SUM of E_orb   =     -32.69969525  [      -889.80 eV ]
#   (SUM of E_kin) =      56.22710588
#   (Effec. pot E) =     -88.92680113
#
# - first-order energy (a.u.): with DFT formula
#   Kinetic E      =      56.22710588
#   E Latter corr  =      -0.06340575
#   Nuc-Elec pot E =    -130.63838522    One-Elec E =     -74.47468510
#
#   Hartree E      =      26.74291002
#   Exchange E     =      -8.78312265
#   Correlation E  =       0.00000000    Two-Elec E =      17.95978737
#   ---------------------------------
#   Total Energy   =     -56.51489772  [     -1537.85 eV ]
#
#                E(0)        E(1)
# |E_TOT|     -889.80    -1537.85
#
# Orbital energies: 
#        n_occ        E(a.u.)          E(eV)         KE(eV)
#   1s       2   -14.86854593    -404.593704     613.355830
#   2s       2    -0.84794340     -23.073713      69.070615
#   2p       3    -0.42223887     -11.489704      55.054816
#
#              1s        2s        2p
# |SCF|   -404.59    -23.07    -11.49
#
# Radial wavefunction information (a.u.): (r_m: r_max where |u(r)| >  1.0E-08)
#              <r>       <r^2>         r_m   norm. err
#   1s       0.227       0.069       3.900     4.4E-08
#   2s       1.283       2.005      16.795    -4.3E-08
#   2p       1.413       2.662      23.705    -1.5E-08
#
# Uniform grid parameters for continuum states:
#   N_uniform             =    4887
#   continuum_rmax(a.u.)  =      24.437 (internally determined)
#   dr(a.u.)              =   5.00E-03
#   threshold to determine r_m =   1.00E-08
#   continuum_rmax is just right next to r_m in radial grid.
#
# Photoabsorption cross section (in Mb):
P.E.(eV)        Total          1s           2s           2p 
    23.00000  9.01435E+00  0.00000E+00  0.00000E+00  9.01435E+00
#
#                       P.E. =    24.00     n,l -        E,l             R_int
#                                           2 0 -     0.93 1      -3.89959E-01
#                                           2 1 -    12.51 0      -3.94681E-01
#                                           2 1 -    12.51 2      -1.32271E+00
#
    24.00000  9.38981E+00  0.00000E+00  7.21330E-01  8.66848E+00
#
#                       P.E. =    25.00     n,l -        E,l             R_int
#                                           2 0 -     1.93 1      -4.00260E-01
#                                           2 1 -    13.51 0      -3.73636E-01
#                                           2 1 -    13.51 2      -1.27139E+00
#
    25.00000  9.12354E+00  0.00000E+00  7.91608E-01  8.33193E+00
#
#                       P.E. =    26.00     n,l -        E,l             R_int
#                                           2 0 -     2.93 1      -4.07163E-01
#                                           2 1 -    14.51 0      -3.54479E-01
#                                           2 1 -    14.51 2      -1.22270E+00
#
    26.00000  8.85726E+00  0.00000E+00  8.51914E-01  8.00534E+00
#
#                       P.E. =    27.00     n,l -        E,l             R_int
#                                           2 0 -     3.93 1      -4.11370E-01
#                                           2 1 -    15.51 0      -3.36974E-01
#                                           2 1 -    15.51 2      -1.17647E+00
#
    27.00000  8.59212E+00  0.00000E+00  9.03054E-01  7.68906E+00
#
#                       P.E. =    28.00     n,l -        E,l             R_int
#                                           2 0 -     4.93 1      -4.13443E-01
#                                           2 1 -    16.51 0      -3.20921E-01
#                                           2 1 -    16.51 2      -1.13254E+00
#
    28.00000  8.32918E+00  0.00000E+00  9.45966E-01  7.38321E+00
#
#                       P.E. =    29.00     n,l -        E,l             R_int
#                                           2 0 -     5.93 1      -4.13826E-01
#                                           2 1 -    17.51 0      -3.06150E-01
#                                           2 1 -    17.51 2      -1.09075E+00
#
    29.00000  8.06935E+00  0.00000E+00  9.81564E-01  7.08779E+00
#
#                       P.E. =    30.00     n,l -        E,l             R_int
#                                           2 0 -     6.93 1      -4.12868E-01
#                                           2 1 -    18.51 0      -2.92519E-01
#                                           2 1 -    18.51 2      -1.05096E+00
#
    30.00000  7.81342E+00  0.00000E+00  1.01072E+00  6.80270E+00
#
#                       P.E. =    31.00     n,l -        E,l             R_int
#                                           2 0 -     7.93 1      -4.10850E-01
#                                           2 1 -    19.51 0      -2.79902E-01
#                                           2 1 -    19.51 2      -1.01304E+00
#
    31.00000  7.56202E+00  0.00000E+00  1.03422E+00  6.52780E+00
#
#                       P.E. =    32.00     n,l -        E,l             R_int
#                                           2 0 -     8.93 1      -4.07995E-01
#                                           2 1 -    20.51 0      -2.68194E-01
#                                           2 1 -    20.51 2      -9.76870E-01
#
    32.00000  7.31570E+00  0.00000E+00  1.05280E+00  6.26290E+00
#
#                       P.E. =    33.00     n,l -        E,l             R_int
#                                           2 0 -     9.93 1      -4.04481E-01
#                                           2 1 -    21.51 0      -2.57302E-01
#                                           2 1 -    21.51 2      -9.42347E-01
#
    33.00000  7.07487E+00  0.00000E+00  1.06708E+00  6.00780E+00
#
#                       P.E. =    34.00     n,l -        E,l             R_int
#                                           2 0 -    10.93 1      -4.00452E-01
#                                           2 1 -    22.51 0      -2.47145E-01
#                                           2 1 -    22.51 2      -9.09368E-01
#
    34.00000  6.83989E+00  0.00000E+00  1.07762E+00  5.76227E+00
#
#                       P.E. =    35.00     n,l -        E,l             R_int
#                                           2 0 -    11.93 1      -3.96023E-01
#                                           2 1 -    23.51 0      -2.37654E-01
#                                           2 1 -    23.51 2      -8.77844E-01
#
    35.00000  6.61101E+00  0.00000E+00  1.08491E+00  5.52610E+00
#
#                       P.E. =    36.00     n,l -        E,l             R_int
#                                           2 0 -    12.93 1      -3.91288E-01
#                                           2 1 -    24.51 0      -2.28767E-01
#                                           2 1 -    24.51 2      -8.47693E-01
#
    36.00000  6.38844E+00  0.00000E+00  1.08938E+00  5.29905E+00
#
#                       P.E. =    37.00     n,l -        E,l             R_int
#                                           2 0 -    13.93 1      -3.86323E-01
#                                           2 1 -    25.51 0      -2.20428E-01
#                                           2 1 -    25.51 2      -8.18837E-01
#
    37.00000  6.17231E+00  0.00000E+00  1.09141E+00  5.08089E+00
#
#                       P.E. =    38.00     n,l -        E,l             R_int
#                                           2 0 -    14.93 1      -3.81189E-01
#                                           2 1 -    26.51 0      -2.12591E-01
#                                           2 1 -    26.51 2      -7.91209E-01
#
    38.00000  5.96270E+00  0.00000E+00  1.09132E+00  4.87139E+00
#
#                       P.E. =    39.00     n,l -        E,l             R_int
#                                           2 0 -    15.93 1      -3.75937E-01
#                                           2 1 -    27.51 0      -2.05212E-01
#                                           2 1 -    27.51 2      -7.64745E-01
#
    39.00000  5.75968E+00  0.00000E+00  1.08938E+00  4.67029E+00
#
#                       P.E. =    40.00     n,l -        E,l             R_int
#                                           2 0 -    16.93 1      -3.70607E-01
#                                           2 1 -    28.51 0      -1.98252E-01
#                                           2 1 -    28.51 2      -7.39384E-01
#
    40.00000  5.56323E+00  0.00000E+00  1.08586E+00  4.47738E+00
#
#                       P.E. =    41.00     n,l -        E,l             R_int
#                                           2 0 -    17.93 1      -3.65231E-01
#                                           2 1 -    29.51 0      -1.91679E-01
#                                           2 1 -    29.51 2      -7.15074E-01
#
    41.00000  5.37335E+00  0.00000E+00  1.08095E+00  4.29240E+00
#
#                       P.E. =    42.00     n,l -        E,l             R_int
#                                           2 0 -    18.93 1      -3.59837E-01
#                                           2 1 -    30.51 0      -1.85461E-01
#                                           2 1 -    30.51 2      -6.91762E-01
#
    42.00000  5.18996E+00  0.00000E+00  1.07485E+00  4.11511E+00
#
#                       P.E. =    43.00     n,l -        E,l             R_int
#                                           2 0 -    19.93 1      -3.54447E-01
#                                           2 1 -    31.51 0      -1.79572E-01
#                                           2 1 -    31.51 2      -6.69401E-01
#
    43.00000  5.01301E+00  0.00000E+00  1.06772E+00  3.94529E+00
#
#                       P.E. =    44.00     n,l -        E,l             R_int
#                                           2 0 -    20.93 1      -3.49078E-01
#                                           2 1 -    32.51 0      -1.73986E-01
#                                           2 1 -    32.51 2      -6.47947E-01
#
    44.00000  4.84237E+00  0.00000E+00  1.05970E+00  3.78267E+00
#
#                       P.E. =    45.00     n,l -        E,l             R_int
#                                           2 0 -    21.93 1      -3.43745E-01
#                                           2 1 -    33.51 0      -1.68681E-01
#                                           2 1 -    33.51 2      -6.27359E-01
#
    45.00000  4.67795E+00  0.00000E+00  1.05092E+00  3.62703E+00
#
#                       P.E. =    46.00     n,l -        E,l             R_int
#                                           2 0 -    22.93 1      -3.38458E-01
#                                           2 1 -    34.51 0      -1.63638E-01
#                                           2 1 -    34.51 2      -6.07596E-01
#
    46.00000  4.51960E+00  0.00000E+00  1.04149E+00  3.47812E+00
#
#                       P.E. =    47.00     n,l -        E,l             R_int
#                                           2 0 -    23.93 1      -3.33228E-01
#                                           2 1 -    35.51 0      -1.58837E-01
#                                           2 1 -    35.51 2      -5.88622E-01
#
    47.00000  4.36719E+00  0.00000E+00  1.03149E+00  3.33570E+00
#
#                       P.E. =    48.00     n,l -        E,l             R_int
#                                           2 0 -    24.93 1      -3.28061E-01
#                                           2 1 -    36.51 0      -1.54262E-01
#                                           2 1 -    36.51 2      -5.70401E-01
#
    48.00000  4.22055E+00  0.00000E+00  1.02102E+00  3.19953E+00
#
#                       P.E. =    49.00     n,l -        E,l             R_int
#                                           2 0 -    25.93 1      -3.22962E-01
#                                           2 1 -    37.51 0      -1.49898E-01
#                                           2 1 -    37.51 2      -5.52901E-01
#
    49.00000  4.07953E+00  0.00000E+00  1.01015E+00  3.06938E+00
#
#                       P.E. =    50.00     n,l -        E,l             R_int
#                                           2 0 -    26.93 1      -3.17937E-01
#                                           2 1 -    38.51 0      -1.45732E-01
#                                           2 1 -    38.51 2      -5.36089E-01
#
    50.00000  3.94395E+00  0.00000E+00  9.98938E-01  2.94501E+00
#
#                       P.E. =    51.00     n,l -        E,l             R_int
#                                           2 0 -    27.93 1      -3.12989E-01
#                                           2 1 -    39.51 0      -1.41749E-01
#                                           2 1 -    39.51 2      -5.19936E-01
#
    51.00000  3.81365E+00  0.00000E+00  9.87448E-01  2.82620E+00
#
#                       P.E. =    52.00     n,l -        E,l             R_int
#                                           2 0 -    28.93 1      -3.08120E-01
#                                           2 1 -    40.51 0      -1.37940E-01
#                                           2 1 -    40.51 2      -5.04414E-01
#
    52.00000  3.68845E+00  0.00000E+00  9.75727E-01  2.71272E+00
#
#                       P.E. =    53.00     n,l -        E,l             R_int
#                                           2 0 -    29.93 1      -3.03332E-01
#                                           2 1 -    41.51 0      -1.34292E-01
#                                           2 1 -    41.51 2      -4.89493E-01
#
    53.00000  3.56817E+00  0.00000E+00  9.63821E-01  2.60435E+00
#
#                       P.E. =    54.00     n,l -        E,l             R_int
#                                           2 0 -    30.93 1      -2.98625E-01
#                                           2 1 -    42.51 0      -1.30797E-01
#                                           2 1 -    42.51 2      -4.75150E-01
#
    54.00000  3.45264E+00  0.00000E+00  9.51769E-01  2.50087E+00
#
#                       P.E. =    55.00     n,l -        E,l             R_int
#                                           2 0 -    31.93 1      -2.94001E-01
#                                           2 1 -    43.51 0      -1.27446E-01
#                                           2 1 -    43.51 2      -4.61358E-01
#
    55.00000  3.34168E+00  0.00000E+00  9.39605E-01  2.40207E+00
#
#                       P.E. =    56.00     n,l -        E,l             R_int
#                                           2 0 -    32.93 1      -2.89459E-01
#                                           2 1 -    44.51 0      -1.24229E-01
#                                           2 1 -    44.51 2      -4.48094E-01
#
    56.00000  3.23511E+00  0.00000E+00  9.27361E-01  2.30775E+00
#
#                       P.E. =    57.00     n,l -        E,l             R_int
#                                           2 0 -    33.93 1      -2.85000E-01
#                                           2 1 -    45.51 0      -1.21139E-01
#                                           2 1 -    45.51 2      -4.35336E-01
#
    57.00000  3.13278E+00  0.00000E+00  9.15064E-01  2.21771E+00
#
#                       P.E. =    58.00     n,l -        E,l             R_int
#                                           2 0 -    34.93 1      -2.80624E-01
#                                           2 1 -    46.51 0      -1.18170E-01
#                                           2 1 -    46.51 2      -4.23060E-01
#
    58.00000  3.03450E+00  0.00000E+00  9.02738E-01  2.13176E+00
#
#                       P.E. =    59.00     n,l -        E,l             R_int
#                                           2 0 -    35.93 1      -2.76328E-01
#                                           2 1 -    47.51 0      -1.15314E-01
#                                           2 1 -    47.51 2      -4.11248E-01
#
    59.00000  2.94011E+00  0.00000E+00  8.90406E-01  2.04971E+00
#
#                       P.E. =    60.00     n,l -        E,l             R_int
#                                           2 0 -    36.93 1      -2.72113E-01
#                                           2 1 -    48.51 0      -1.12565E-01
#                                           2 1 -    48.51 2      -3.99879E-01
#
    60.00000  2.84946E+00  0.00000E+00  8.78085E-01  1.97137E+00
#
#                       P.E. =    61.00     n,l -        E,l             R_int
#                                           2 0 -    37.93 1      -2.67978E-01
#                                           2 1 -    49.51 0      -1.09918E-01
#                                           2 1 -    49.51 2      -3.88934E-01
#
    61.00000  2.76238E+00  0.00000E+00  8.65794E-01  1.89659E+00
#
#                       P.E. =    62.00     n,l -        E,l             R_int
#                                           2 0 -    38.93 1      -2.63922E-01
#                                           2 1 -    50.51 0      -1.07368E-01
#                                           2 1 -    50.51 2      -3.78394E-01
#
    62.00000  2.67873E+00  0.00000E+00  8.53548E-01  1.82518E+00
#
#                       P.E. =    63.00     n,l -        E,l             R_int
#                                           2 0 -    39.93 1      -2.59943E-01
#                                           2 1 -    51.51 0      -1.04909E-01
#                                           2 1 -    51.51 2      -3.68243E-01
#
    63.00000  2.59836E+00  0.00000E+00  8.41360E-01  1.75700E+00
#
#                       P.E. =    64.00     n,l -        E,l             R_int
#                                           2 0 -    40.93 1      -2.56040E-01
#                                           2 1 -    52.51 0      -1.02536E-01
#                                           2 1 -    52.51 2      -3.58464E-01
#
    64.00000  2.52112E+00  0.00000E+00  8.29242E-01  1.69188E+00
#
#                       P.E. =    65.00     n,l -        E,l             R_int
#                                           2 0 -    41.93 1      -2.52212E-01
#                                           2 1 -    53.51 0      -1.00246E-01
#                                           2 1 -    53.51 2      -3.49041E-01
#
    65.00000  2.44689E+00  0.00000E+00  8.17206E-01  1.62969E+00
#
#                       P.E. =    66.00     n,l -        E,l             R_int
#                                           2 0 -    42.93 1      -2.48458E-01
#                                           2 1 -    54.51 0      -9.80349E-02
#                                           2 1 -    54.51 2      -3.39959E-01
#
    66.00000  2.37553E+00  0.00000E+00  8.05260E-01  1.57027E+00
#
#                       P.E. =    67.00     n,l -        E,l             R_int
#                                           2 0 -    43.93 1      -2.44776E-01
#                                           2 1 -    55.51 0      -9.58982E-02
#                                           2 1 -    55.51 2      -3.31203E-01
#
    67.00000  2.30691E+00  0.00000E+00  7.93414E-01  1.51350E+00
#
#                       P.E. =    68.00     n,l -        E,l             R_int
#                                           2 0 -    44.93 1      -2.41166E-01
#                                           2 1 -    56.51 0      -9.38326E-02
#                                           2 1 -    56.51 2      -3.22760E-01
#
    68.00000  2.24092E+00  0.00000E+00  7.81674E-01  1.45925E+00
#
#                       P.E. =    69.00     n,l -        E,l             R_int
#                                           2 0 -    45.93 1      -2.37625E-01
#                                           2 1 -    57.51 0      -9.18349E-02
#                                           2 1 -    57.51 2      -3.14616E-01
#
    69.00000  2.17744E+00  0.00000E+00  7.70047E-01  1.40739E+00
#
#                       P.E. =    70.00     n,l -        E,l             R_int
#                                           2 0 -    46.93 1      -2.34152E-01
#                                           2 1 -    58.51 0      -8.99019E-02
#                                           2 1 -    58.51 2      -3.06759E-01
#
    70.00000  2.11635E+00  0.00000E+00  7.58539E-01  1.35781E+00
#
#                       P.E. =    71.00     n,l -        E,l             R_int
#                                           2 0 -    47.93 1      -2.30746E-01
#                                           2 1 -    59.51 0      -8.80308E-02
#                                           2 1 -    59.51 2      -2.99176E-01
#
    71.00000  2.05755E+00  0.00000E+00  7.47156E-01  1.31040E+00
#
#                       P.E. =    72.00     n,l -        E,l             R_int
#                                           2 0 -    48.93 1      -2.27405E-01
#                                           2 1 -    60.51 0      -8.62187E-02
#                                           2 1 -    60.51 2      -2.91857E-01
#
    72.00000  2.00095E+00  0.00000E+00  7.35901E-01  1.26505E+00
#
#                       P.E. =    73.00     n,l -        E,l             R_int
#                                           2 0 -    49.93 1      -2.24129E-01
#                                           2 1 -    61.51 0      -8.44630E-02
#                                           2 1 -    61.51 2      -2.84790E-01
#
    73.00000  1.94643E+00  0.00000E+00  7.24779E-01  1.22166E+00
#
#                       P.E. =    74.00     n,l -        E,l             R_int
#                                           2 0 -    50.93 1      -2.20916E-01
#                                           2 1 -    62.51 0      -8.27614E-02
#                                           2 1 -    62.51 2      -2.77964E-01
#
    74.00000  1.89392E+00  0.00000E+00  7.13793E-01  1.18013E+00
#
